date,ticker,day_open,adv_20d,n_1min_bars
2025-03-06,BBNX,17.86,440012.737,140
2025-03-06,BBY,74.98,11059392.647,305
2025-03-06,BEAM,24.995,2093086.6184999999,108
2025-03-06,BJ,105.43,7837916.4695,282
2025-03-06,BKSY,10.07,540473.443,148
2025-03-06,BOOT,111.88,7825847.7382499995,157
2025-03-06,BYRN,22.48,766573.1445,121
2025-03-06,CADL,7.84,311352.6285,56
2025-03-06,CAN,1.21,446396.70199999993,136
2025-03-06,CAPR,12.605,596378.43675,166
2025-03-06,CART,37.585,12302473.098000001,334
2025-03-06,CGON,26.34,659593.2622499999,82
2025-03-06,CLVT,4.125,2060380.414,270
2025-03-06,CMCO,16.13,871215.7244999999,94
2025-03-06,CNH,11.93,7893408.70425,369
2025-03-06,CONL,23.63,3368405.394,126
2025-03-06,CRNC,10.27,1015604.7869999999,158
2025-03-06,CSTM,10.83,1360646.7349999999,188
2025-03-06,DFTX,6.06,781353.6955,184
2025-03-06,DIN,23.97,556856.89725,118
2025-03-06,DSGX,93.495,2164470.67325,193
2025-03-06,EAF,1.125,435603.177,113
2025-03-06,EVH,8.88,1348632.667,234
2025-03-06,EWTX,26,1672634.0317499998,195
2025-03-06,FND,87.27,13688363.25775,262
2025-03-06,FSM,4.35,1508583.2440000002,277
2025-03-06,FVRR,25.12,1237600.629,76
2025-03-06,GEO,25.195,3666754.243,262
2025-03-06,GERN,1.65,2041267.92275,309
2025-03-06,GPCR,22.02,1116926.461,105
2025-03-06,GPGI,11.25,1048402.16225,220
2025-03-06,GPRE,5.4,678139.6714999999,198
2025-03-06,GT,8.6,2434301.50175,292
2025-03-06,HAIN,3.58,351768.73575,104
2025-03-06,HOLO,1.04,537979.9857,82
2025-03-06,HOOD,46.13,58147318.390999995,390
2025-03-06,IBTA,35.175,1043319.72,71
2025-03-06,IREN,7.56,4967084.85475,376
2025-03-06,JACK,35.015,1371622.11725,118
2025-03-06,JOBY,6.515,2304766.9885,333
2025-03-06,KC,17.98,2884805.0295,313
2025-03-06,KGS,34.055,2042646.32075,188
2025-03-06,KR,62.61,18348534.1245,383
2025-03-06,KROS,11.43,618207.78375,122
2025-03-06,KURA,7.19,728562.993,167
2025-03-06,LAC,2.89,372525.7715,210
2025-03-06,LAES,2.5,611510.887,207
2025-03-06,LB,61.205,2274432.344,172
2025-03-06,M,12.665,2640428.53375,345
2025-03-06,MAN,58.305,2094237.9309999999,202
2025-03-06,MARA,14.87,10965665.026250001,374
2025-03-06,MLR,42.97,310263.36175000004,54
2025-03-06,MSTR,298.79,90662245.15650001,353
2025-03-06,MSTU,6.58,3694547.5335,322
2025-03-06,MSTX,31.15,3356556.416,251
2025-03-06,NAMS,22.6,1001835.9789999999,245
2025-03-06,NATL,24.435,342942.808,63
2025-03-06,NBR,37.36,877983.01575,25
2025-03-06,NEO,9.91,656574.4125,202
2025-03-06,NTLA,9.02,1734856.84675,276
2025-03-06,OCUL,7,405136.12475,148
2025-03-06,OPFI,9.69,723220.0634999999,169
2025-03-06,PARR,12.375,971629.2725,258
2025-03-06,PII,41.025,4010264.6925,267
2025-03-06,PLAY,18.51,1298659.2317499998,118
2025-03-06,PLRX,1.51,481044.41150000005,165
2025-03-06,PLTD,17.65,747846.538,87
2025-03-06,PRAX,35.1,2427273.951,52
2025-03-06,PRG,26.65,1130892.6795,172
2025-03-06,QBTS,5.23,5835841.53275,313
2025-03-06,QURE,11.6,678385.159,124
2025-03-06,RGTI,7.31,10005969.3755,387
2025-03-06,RXRX,6.355,6500881.87225,385
2025-03-06,SA,10.71,425108.37175000005,109
2025-03-06,SEDG,15.075,3470339.76575,187
2025-03-06,SEPN,5.88,330128.71225,94
2025-03-06,SG,22.53,5319732.0645,359
2025-03-06,SIRI,23,5686622.2455,301
2025-03-06,SITM,173.87,4118350.65875,80
2025-03-06,SMCX,42.62,4315831.742000001,154
2025-03-06,SOXL,19.705,33869702.2305,390
2025-03-06,STNE,9.15,3008095.137,261
2025-03-06,STVN,19.03,307847.67325,128
2025-03-06,SYRE,18.98,682592.10525,185
2025-03-06,TALK,2.735,416302.86974999995,260
2025-03-06,TDOC,9.25,4814536.790999999,373
2025-03-06,TEX,38.41,2299227.214,136
2025-03-06,TGTX,34.705,2571590.4420000003,281
2025-03-06,THO,80.3,3034870.65525,184
2025-03-06,TPB,66.175,420148.69125,38
2025-03-06,TSDD,65.03,373339.18799999997,34
2025-03-06,TSLQ,50.57,3331550.6895,253
2025-03-06,TSLZ,4.64,1560338.69625,155
2025-03-06,TXG,10.715,1992467.539,336
2025-03-06,UVIX,39.63,3552333.653,187
2025-03-06,UVXY,24.035,7708504.6155,375
2025-03-06,VKTX,27.845,5100929.11675,346
2025-03-06,VNET,11.95,5667181.65775,365
2025-03-06,VRDN,15,865020.898,96
2025-03-06,WGO,34.25,1411534.8945,103
2025-03-06,WLY,41.405,680873.58525,116
2025-03-06,WNC,10.835,532501.45725,125
2025-03-06,XPOF,12.96,324177.05575,79
2025-03-06,ZIM,19.1,4341643.62475,291
2025-03-06,ZS,200.69,16004853.6215,292
2025-03-07,AES,10.935,7581367.965000001,350
2025-03-07,ALLO,2.06,743381.56575,159
2025-03-07,AMRC,10.39,366313.22475,194
2025-03-07,AMTM,18.29,2125177.56575,195
2025-03-07,AQN,4.405,1492406.13575,337
2025-03-07,ARRY,5.475,1548967.5672499998,311
2025-03-07,ASTH,27.215,486524.24199999997,68
2025-03-07,AVTR,16.085,7515338.23075,390
2025-03-07,BAH,108.46,15187000.345500002,307
2025-03-07,BBBY,5.565,1001211.1112500001,284
2025-03-07,BEAM,26.87,2093086.6184999999,106
2025-03-07,BGS,6.915,503229.942,248
2025-03-07,BILI,23.02,6234988.14375,304
2025-03-07,BMBL,4.63,1172994.5725,322
2025-03-07,BOIL,92,1659583.4935,109
2025-03-07,BTBT,2.33,665080.96575,235
2025-03-07,BYND,3.13,328635.06475,137
2025-03-07,CAG,26.115,6394676.592,382
2025-03-07,CAN,1.23,446396.70199999993,166
2025-03-07,CART,37.36,12302473.098000001,372
2025-03-07,CELH,25.355,14044123.925,362
2025-03-07,CHPT,0.7097,309205.08962,190
2025-03-07,CL,93.06,21015806.577,384
2025-03-07,CLSK,8.03,4590696.311,344
2025-03-07,CNH,12.52,7893408.70425,368
2025-03-07,CONL,23.49,3368405.394,127
2025-03-07,CPB,39.88,5976976.746,341
2025-03-07,DG,75.59,12223493.600499999,354
2025-03-07,DNUT,5.9,1133003.3645,188
2025-03-07,DUOL,272.99,27665984.365,160
2025-03-07,ELF,64.055,12434210.147,265
2025-03-07,ENPH,58.48,11905059.67,311
2025-03-07,EVGO,2.505,377073.84275,196
2025-03-07,EXPD,120.755,7065084.0024999995,202
2025-03-07,EYE,11.51,948085.3,232
2025-03-07,FAZ,6.06,1480415.85625,179
2025-03-07,FLNC,5.33,2959472.07575,349
2025-03-07,FLO,18.755,1971820.46725,259
2025-03-07,FNGD,16.35,927161.8782500001,256
2025-03-07,FSLR,131.2,21196712.251,280
2025-03-07,FSM,4.575,1508583.2440000002,262
2025-03-07,FUBO,2.93,2302777.47775,283
2025-03-07,GCO,24.14,337051.53225,129
2025-03-07,GDOT,7.18,334211.254,124
2025-03-07,GIS,61.95,17611968.0655,375
2025-03-07,GO,11.59,2700613.6555,286
2025-03-07,GT,9.09,2434301.50175,359
2025-03-07,HAIN,3.985,351768.73575,162
2025-03-07,HE,11.075,1411487.3965,260
2025-03-07,HIVE,1.89,630828.43825,264
2025-03-07,HMY,11.35,2026639.1580000003,313
2025-03-07,HPP,3.03,336268.96525,213
2025-03-07,HSY,179.68,17300209.6645,256
2025-03-07,HTO,53.05,472694.86124999996,98
2025-03-07,INVZ,0.6948,386411.11913,67
2025-03-07,KEEL,1.095,823905.84325,137
2025-03-07,KHC,30.87,13909152.029499998,379
2025-03-07,KR,62.935,18348534.1245,382
2025-03-07,KSS,11.27,3356482.09325,363
2025-03-07,LAC,3,372525.7715,211
2025-03-07,LAES,2.64,611510.887,305
2025-03-07,LB,61.86,2274432.344,100
2025-03-07,LDOS,131,9024863.0945,225
2025-03-07,LESL,0.9704,553616.12711,246
2025-03-07,LMND,33.895,3193154.40525,166
2025-03-07,LNTH,100.05,4484858.24275,149
2025-03-07,LUMN,5.055,2288533.9745,336
2025-03-07,LUNR,7.18,3883765.26225,384
2025-03-07,M,13.155,2640428.53375,365
2025-03-07,MARA,14.84,10965665.026250001,385
2025-03-07,MBLY,14.725,3311687.50625,322
2025-03-07,MPT,5.7,2092964.88875,268
2025-03-07,MRNA,34.41,13152728.122,387
2025-03-07,MRVI,2.685,549275.64075,199
2025-03-07,MSTU,6.54,3694547.5335,296
2025-03-07,MSTZ,17.26,3612841.2715,365
2025-03-07,MTCH,31.165,10072442.5755,371
2025-03-07,NE,23.24,3623921.3515,306
2025-03-07,NIO,4.255,9677887.069500001,358
2025-03-07,NTLA,9.72,1734856.84675,302
2025-03-07,NVAX,7.9,1012165.3300000001,298
2025-03-07,NVD,34.32,759524.438,58
2025-03-07,NVDQ,3.75,970435.56175,79
2025-03-07,NVDS,28.88,629138.6605,43
2025-03-07,OSCR,15.585,4462187.843,372
2025-03-07,PATH,11.615,3922578.50075,373
2025-03-07,PI,92.62,5736796.56975,85
2025-03-07,PII,44.975,4010264.6925,269
2025-03-07,PLTU,26.46,966352.8835000001,136
2025-03-07,PLUG,1.645,2199457.5470000003,242
2025-03-07,PTIR,125.33,2481028.3085000003,58
2025-03-07,RC,5.075,738211.1365,277
2025-03-07,RGTI,8.55,10005969.3755,381
2025-03-07,RIG,2.86,3408573.3185,311
2025-03-07,RKT,14.925,2288547.5865,348
2025-03-07,RUN,6.8,3326815.3775,358
2025-03-07,SAIC,102.49,3494944.35475,194
2025-03-07,SBIT,11.99,675320.98375,194
2025-03-07,SEB,2788,468821.6890000001,47
2025-03-07,SEDG,16.26,3470339.76575,288
2025-03-07,SEPN,6.395,330128.71225,75
2025-03-07,SIRI,23.64,5686622.2455,349
2025-03-07,SJM,111.42,7055212.23725,223
2025-03-07,SLDB,5.36,660804.34325,176
2025-03-07,SMCX,41.17,4315831.742000001,121
2025-03-07,SMST,5.1,3307810.358,363
2025-03-07,STAA,18.18,1195115.6045,140
2025-03-07,SWKS,68.005,10309576.2605,328
2025-03-07,TGTX,34.81,2571590.4420000003,283
2025-03-07,TSDD,67.705,373339.18799999997,27
2025-03-07,TSLQ,55.12,3331550.6895,261
2025-03-07,TUYA,3.515,882360.756,250
2025-03-07,UWMC,6.26,830397.5144999999,268
2025-03-07,VG,9.225,6345750.69025,386
2025-03-07,VITL,30.305,2682230.9065,250
2025-03-07,WLY,43.76,680873.58525,97
2025-03-07,WNC,11.55,532501.45725,145
2025-03-07,WOLF,5.03,2355199.5445,350
2025-03-07,WULF,3.36,3082217.233,356
2025-03-07,XP,14.53,3792425.37925,349
2025-03-07,XRX,6.19,799230.988,266
2025-03-07,ZIM,20.21,4341643.62475,351
