date,ticker,day_open,adv_20d,n_1min_bars
2025-02-18,AEHR,11.04,638313.352,81
2025-02-18,ALAB,88.8,22905591.758,363
2025-02-18,ALOY,3.22,290590.8217647059,5
2025-02-18,APLD,9.4,3522423.9634999996,335
2025-02-18,ARDX,5.88,742970.3585,214
2025-02-18,ARVN,18.775,597268.3795,166
2025-02-18,ASND,145.78,4160674.5020000003,120
2025-02-18,AVXL,8.72,579793.5555,138
2025-02-18,BB,5.73,2370200.9305,277
2025-02-18,BBAR,19.04,515001.44525000005,62
2025-02-18,BJRI,34.61,414185.57525,76
2025-02-18,BKSY,17.38,380108.72975,183
2025-02-18,BLMN,11.215,1050231.39325,271
2025-02-18,BLND,3.765,418145.371,289
2025-02-18,BMA,88.86,1508328.75425,80
2025-02-18,BOIL,73.96,1815592.1486842106,143
2025-02-18,BROS,82.64,6196112.01725,245
2025-02-18,BYND,3.955,294893.94125000003,219
2025-02-18,CAR,89.55,2004021.62625,118
2025-02-18,CMP,11.195,344079.235,110
2025-02-18,CRS,190.01,7551828.551999999,192
2025-02-18,DCH,5.3,414511.34424999997,337
2025-02-18,DIN,26.135,584205.028,78
2025-02-18,DLTR,71.68,8803857.44925,311
2025-02-18,DNUT,8.7,695906.14825,203
2025-02-18,EAT,159.245,9846321.3365,190
2025-02-18,EDN,38.27,396960.01925,22
2025-02-18,FELE,102.54,647778.54375,32
2025-02-18,FIVE,89.365,11982305.19975,222
2025-02-18,FLNC,6.82,2990162.5625,306
2025-02-18,FWRG,21.145,545178.383,132
2025-02-18,GGAL,56.05,2855470.0235,157
2025-02-18,GRAL,57.52,1203840.829,274
2025-02-18,GT,9.68,1433198.8445000001,344
2025-02-18,HHH,75.5,1123023.3282499998,79
2025-02-18,HLF,5.785,490800.85175000003,221
2025-02-18,HRI,172.67,3809306.3775,238
2025-02-18,HTZ,4.015,497525.2035,318
2025-02-18,HUN,16.7,2719123.22175,356
2025-02-18,ICHR,31.655,344123.64249999996,81
2025-02-18,INTC,24.53,38213404.599,390
2025-02-18,IRWD,1.93,321227.72774999996,200
2025-02-18,JBLU,6.86,5563893.81775,346
2025-02-18,JOBY,7.93,2849186.7045,262
2025-02-18,JOYY,48.28,1004009.4907500001,105
2025-02-18,KOS,3.135,1271613.3855,272
2025-02-18,KRUS,78.7,939208.24025,22
2025-02-18,LCID,3.31,4145810.3532499997,291
2025-02-18,LMND,37.84,1903820.7445,193
2025-02-18,LSCC,64.825,4434887.338,300
2025-02-18,LUMN,4.63,1788031.7510000002,284
2025-02-18,LUNR,20.31,5082976.78075,342
2025-02-18,LYFT,13.43,6840038.63425,364
2025-02-18,MBLY,18.015,5603585.7705,227
2025-02-18,MIRM,50.145,969663.08475,123
2025-02-18,MRNA,33.16,14737340.25325,362
2025-02-18,MSTZ,16.42,2117580.006,202
2025-02-18,MYSE,2.81,763505.01125,133
2025-02-18,NBIS,47.27,8820386.713,364
2025-02-18,NE,28.48,2300186.03475,257
2025-02-18,NEOG,9.82,2328446.66275,230
2025-02-18,NTLA,10.99,1350657.06375,333
2025-02-18,NVDQ,2.45,723379.396,48
2025-02-18,NVTS,3.07,301605.03125,210
2025-02-18,ODD,43.65,931643.89325,35
2025-02-18,OSCR,15.12,2513232.24375,360
2025-02-18,OTTR,78.545,910407.6470000001,92
2025-02-18,PAM,77.22,965357.5195,41
2025-02-18,PCT,10.76,736896.325,294
2025-02-18,PLAY,24.43,2428196.858,139
2025-02-18,PONY,17.38,359653.158,205
2025-02-18,QS,5.3,1983992.3217500001,273
2025-02-18,QSI,1.985,1237670.148,190
